transaction_date,product_id,customer_id,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,Profit
2017-10-21,38,1612,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.5499999999997
2017-05-06,27,2192,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,110.80999999999995
2017-01-03,54,419,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1279.3999999999999
2017-05-09,77,3307,True,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1660.88
2017-07-23,22,2430,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,15.080000000000005
2017-01-21,56,1506,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,45.96000000000001
2017-06-20,58,1346,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,771.12
2017-03-10,22,927,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,15.080000000000005
2017-06-02,50,763,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,43.97
2017-11-07,80,2397,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,139.2299999999999
2017-09-12,87,102,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,471.6
2017-12-16,15,2884,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,209.84000000000003
2017-10-07,84,759,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,198.22000000000003
2017-04-27,21,773,True,Approved,Solex,Standard,medium,large,1071.23,380.74,690.49
2017-04-01,0,3398,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,110.56
2017-11-02,33,3297,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,144.26
2017-02-13,84,2434,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,75.48000000000002
2017-07-19,1,1861,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,448.67999999999995
2017-05-23,27,1233,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,110.80999999999995
2017-08-06,31,1390,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,547.28
2017-04-04,0,2682,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,4.8
2017-08-15,62,439,True,Approved,Solex,Standard,medium,medium,478.16,298.72,179.44
2017-04-15,17,1579,True,Approved,Solex,Standard,high,medium,1024.66,614.8,409.8600000000001
2017-07-25,73,2984,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,1612.25
2017-11-28,33,3470,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,144.26
2017-12-23,86,1,False,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,110.56
2017-02-26,45,757,False,Approved,Solex,Standard,medium,medium,441.49,84.99,356.5
2017-02-21,1,1778,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,448.67999999999995
2017-05-31,80,211,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,139.2299999999999
2017-06-23,49,333,Uknown,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,133.38
2017-03-26,95,32,False,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,41.129999999999995
2017-07-31,0,119,False,Approved,Solex,Standard,medium,medium,478.16,298.72,179.44
2017-07-27,18,2347,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,459.46000000000015
2017-04-14,4,2353,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,451.6500000000001
2017-11-12,33,788,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,144.26
2017-09-12,78,1468,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1055.82
2017-10-26,89,821,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1305.25
2017-02-15,70,2489,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,198.29000000000002
2017-12-22,79,2710,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,737.5699999999999
2017-10-11,26,947,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1230.3000000000002
2017-03-27,39,1335,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1230.27
2017-11-04,36,1076,False,Approved,Solex,Standard,low,medium,945.04,507.58,437.46
2017-06-11,0,3320,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,14.229999999999997
2017-10-09,84,779,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,198.22000000000003
2017-06-07,98,3296,True,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,143.35999999999999
2017-10-24,75,455,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,1010.02
2017-05-01,76,1779,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,128.45999999999992
2017-11-21,72,2703,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,90.09999999999997
2017-03-24,42,806,False,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,199.0999999999999
2017-03-21,20,22,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,195.33999999999992
2017-02-20,64,1591,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,872.8900000000001
2017-06-16,0,678,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,198.29000000000002
2017-12-04,25,50,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,709.34
2017-12-01,24,1038,True,Approved,Solex,Road,medium,large,1777.8,820.78,957.02
2017-03-05,31,1453,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,547.28
2017-03-21,98,1339,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,693.76
2017-01-03,22,3382,True,Approved,Solex,Standard,medium,medium,575.27,431.45,143.82
2017-04-01,53,773,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,693.76
2017-03-16,84,2503,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,75.48000000000002
2017-02-26,25,1057,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,709.34
2017-06-05,50,1397,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,43.97
2017-09-04,44,2134,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1660.88
2017-01-18,96,2403,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77,129.01
2017-09-28,12,1937,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1069.5500000000002
2017-09-02,93,1282,True,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,834.9399999999999
2017-05-09,78,2183,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1055.82
2017-10-17,84,1788,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,198.22000000000003
2017-04-25,65,1170,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1028.76
2017-09-23,0,431,False,Approved,Uknown,Uknown,Uknown,Uknown,1942.61,556.0469512209312,1386.5630487790686
2017-08-02,29,1940,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,834.9399999999999
2017-03-25,32,2073,False,Cancelled,Giant Bicycles,Standard,high,medium,1179.0,707.4,471.6
2017-01-01,11,462,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,509.97
2017-12-22,10,2728,False,Approved,Solex,Standard,medium,medium,1945.43,333.18,1612.25
2017-12-25,46,2053,False,Approved,Solex,Standard,low,medium,1289.85,74.51,1215.34
2017-01-26,60,2135,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,217.51
2017-12-20,92,1217,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25
2017-06-07,7,2992,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,745.94
2017-04-06,41,3261,True,Approved,Solex,Road,medium,medium,416.98,312.74,104.24000000000001
2017-04-25,67,2748,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,167.20999999999998
2017-01-13,14,3262,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,152.54999999999995
2017-03-21,89,788,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1305.25
2017-11-21,9,3067,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,75.13999999999999
2017-11-11,31,701,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,57.72999999999999
2017-10-16,92,648,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,155.6500000000001
2017-08-19,37,3286,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1544.6100000000001
2017-04-06,3,3383,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.5499999999997
2017-11-04,56,982,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,75.75
2017-08-22,14,676,True,Approved,Solex,Standard,high,large,1842.92,1105.75,737.1700000000001
2017-09-15,6,385,True,Approved,Solex,Standard,high,medium,748.17,448.9,299.27
2017-03-01,50,1229,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92,43.97
2017-08-16,10,3232,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1103.43
2017-08-27,0,3300,False,Approved,Uknown,Uknown,Uknown,Uknown,1656.86,556.0469512209312,1100.8130487790686
2017-07-10,69,2381,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,198.22000000000003
2017-12-11,78,371,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1055.82
2017-05-20,80,2519,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,139.2299999999999
2017-07-30,17,2264,False,Approved,Solex,Standard,high,medium,1024.66,614.8,409.8600000000001
2017-10-25,3,2637,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.5499999999997
2017-11-27,78,3262,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1055.82
2017-04-26,90,3177,Uknown,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,72.59999999999997
2017-02-02,87,2267,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,471.6
2017-05-02,97,456,False,Approved,Solex,Standard,medium,large,202.62,151.96,50.66
2017-10-16,6,404,Uknown,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,91.15
2017-10-22,100,3121,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,830.2399999999999
2017-04-11,55,2365,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1295.43
2017-11-16,100,2528,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,830.2399999999999
2017-12-17,10,3151,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1103.43
2017-12-23,25,3241,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,709.34
2017-03-30,74,1335,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,827.1599999999999
2017-04-13,90,2234,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,72.59999999999997
2017-07-25,56,3226,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,45.96000000000001
2017-01-31,62,1365,False,Approved,Solex,Standard,medium,medium,478.16,298.72,179.44
2017-03-18,20,3349,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,195.33999999999992
2017-02-24,17,1002,False,Approved,Solex,Standard,high,medium,1024.66,614.8,409.8600000000001
2017-02-18,16,2282,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,182.81000000000017
2017-01-07,46,2656,False,Approved,Solex,Standard,low,medium,1289.85,74.51,1215.34
2017-07-05,71,2409,True,Approved,Solex,Standard,high,large,1842.92,1105.75,737.1700000000001
2017-11-19,91,1711,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,128.45999999999992
2017-11-08,17,2582,True,Approved,Solex,Standard,high,medium,1024.66,614.8,409.8600000000001
2017-07-24,1,1005,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,1010.02
2017-01-15,3,1597,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.5499999999997
2017-01-12,56,2713,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,45.96000000000001
2017-11-27,37,1435,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1544.6100000000001
2017-06-30,34,1477,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,309.80999999999995
2017-07-15,0,1614,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,57.72999999999999
2017-06-22,12,1254,True,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1069.5500000000002
2017-05-02,25,1423,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,709.34
2017-12-27,81,276,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,64.50999999999999
2017-12-21,19,1315,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,4.8
2017-05-23,45,591,True,Approved,Solex,Standard,medium,medium,441.49,84.99,356.5
2017-02-02,74,1017,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,812.44
2017-06-08,33,2123,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,144.26
2017-04-15,57,2889,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25
2017-09-05,0,3208,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,133.38
2017-02-26,23,2406,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,75.75
2017-07-29,67,2041,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,167.20999999999998
2017-07-03,81,1598,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,64.50999999999999
2017-05-27,58,1842,True,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,771.12
2017-05-05,5,141,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,451.6500000000001
2017-09-09,94,1321,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,641.64
2017-05-21,51,183,False,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,802.26
2017-09-22,59,2591,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,155.6500000000001
2017-04-12,63,3356,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,1383.6100000000001
2017-05-07,40,766,True,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,583.2700000000001
2017-01-13,80,1596,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,872.8900000000001
2017-12-14,82,520,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,459.46000000000015
2017-03-22,46,868,True,Approved,Solex,Standard,low,medium,1289.85,74.51,1215.34
2017-09-30,78,2999,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1055.82
2017-11-29,72,352,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,90.09999999999997
2017-06-09,75,1140,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,1010.02
2017-04-21,40,621,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1295.43
2017-11-13,2,3307,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,64.92999999999995
2017-04-09,10,1502,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1103.43
2017-05-08,35,936,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,448.67999999999995
2017-07-08,8,939,True,Approved,Solex,Road,medium,small,1703.52,1516.13,187.38999999999987
2017-11-30,2,2698,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,64.92999999999995
2017-04-25,69,579,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,198.22000000000003
2017-03-30,54,2036,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1279.3999999999999
2017-03-10,8,3077,False,Approved,Solex,Road,medium,small,1703.52,1516.13,187.38999999999987
2017-03-16,86,369,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,110.56
2017-04-04,13,821,True,Approved,Solex,Standard,medium,medium,1163.89,589.27,574.6200000000001
2017-03-13,19,2687,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,114.93
2017-12-23,86,681,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,110.56
2017-08-12,46,37,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1544.6100000000001
2017-08-04,30,3002,False,Approved,Solex,Standard,high,medium,748.17,448.9,299.27
2017-09-01,92,396,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25
2017-09-01,71,550,True,Approved,Solex,Standard,high,large,1842.92,1105.75,737.1700000000001
2017-07-02,77,1605,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,445.2099999999999
2017-08-31,7,2325,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,144.26
2017-03-11,23,1420,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,75.75
2017-10-08,12,3099,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1069.5500000000002
2017-10-01,61,1645,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,14.229999999999997
2017-11-23,21,546,False,Approved,Solex,Standard,medium,large,1071.23,380.74,690.49
2017-03-27,86,2885,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,110.56
2017-12-04,57,2740,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25
2017-11-13,63,3166,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,1383.6100000000001
2017-12-20,63,3487,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1230.3000000000002
2017-09-22,33,2890,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,144.26
2017-01-22,98,3370,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,693.76
2017-01-29,15,3393,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,209.84000000000003
2017-07-21,57,2410,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25
2017-02-10,61,3466,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,14.229999999999997
2017-11-25,48,1454,False,Cancelled,WeareA2B,Standard,medium,medium,1762.96,950.52,812.44
2017-04-11,63,1967,Uknown,Approved,Solex,Standard,medium,medium,1483.2,99.59,1383.6100000000001
2017-12-03,78,3089,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1055.82
2017-12-30,2,3123,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,64.92999999999995
2017-07-26,67,2692,False,Approved,Solex,Standard,medium,large,1071.23,380.74,690.49
2017-04-01,67,2801,True,Cancelled,Norco Bicycles,Road,medium,medium,544.05,376.84,167.20999999999998
2017-10-22,13,1580,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,751.02
2017-03-22,65,352,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1028.76
2017-06-15,49,1777,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,133.38
2017-07-06,87,142,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,471.6
2017-12-28,31,3393,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,57.72999999999999
2017-05-09,17,599,False,Approved,Solex,Standard,high,medium,1024.66,614.8,409.8600000000001
2017-01-18,91,1258,False,Approved,Solex,Standard,medium,medium,100.35,75.26,25.08999999999999
2017-10-22,53,3405,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,693.76
2017-01-30,38,3198,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,751.02
2017-06-26,20,834,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,195.33999999999992
2017-11-07,44,3467,True,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1660.88
2017-08-13,69,3436,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,198.22000000000003
2017-08-27,68,1516,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1592.19
2017-01-25,11,2833,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,509.97
2017-02-13,2,2362,False,Approved,Solex,Standard,medium,medium,71.49,53.62,17.869999999999997
2017-07-11,27,2337,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,110.80999999999995
2017-04-30,0,2149,True,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,143.35999999999999
2017-05-19,81,2133,False,Approved,Solex,Standard,medium,medium,1151.96,649.49,502.47
2017-05-26,6,360,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,91.15
2017-02-03,76,2969,True,Approved,WeareA2B,Standard,low,medium,642.31,513.85,128.45999999999992
2017-04-28,18,1720,False,Approved,Solex,Standard,medium,medium,575.27,431.45,143.82
2017-03-23,18,2904,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,459.46000000000015
2017-06-03,9,754,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,75.13999999999999
2017-04-25,35,1826,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,448.67999999999995
