Date,Open,High,Low,Close,Adj Close,Volume
2018-04-05,113.88999938964844,116.31999969482422,112.9800033569336,115.87999725341797,112.59539031982422,89100
2018-04-06,114.9800033569336,116.8499984741211,112.44000244140625,114.37999725341797,111.13787841796875,88100
2018-04-09,115.22000122070312,115.5,111.68000030517578,111.8499984741211,108.67959594726562,38300
2018-04-10,113.37999725341797,115.41999816894531,111.29000091552734,114.2300033569336,110.99213409423828,45600
2018-04-11,114.04000091552734,114.05999755859375,111.94000244140625,112.80000305175781,109.60269165039062,35500
2018-04-12,113.33000183105469,114.27999877929688,112.76000213623047,113.45999908447266,110.24397277832031,20400
2018-04-13,113.91000366210938,114.51000213623047,111.66999816894531,114.51000213623047,111.3721694946289,43200
2018-04-16,115.33000183105469,115.86000061035156,112.87999725341797,115.58999633789062,112.42257690429688,53800
2018-04-17,116.55999755859375,119.08000183105469,116.5,117.44000244140625,114.22187805175781,38200
2018-04-18,117.68000030517578,119.16000366210938,117.54000091552734,117.91999816894531,114.68872833251953,27100
2018-04-19,117.95999908447266,118.0,115.41999816894531,117.12000274658203,113.9106674194336,33900
2018-04-20,116.52999877929688,118.26000213623047,115.12999725341797,117.19999694824219,113.98845672607422,24200
2018-04-23,117.5999984741211,117.91999816894531,115.61000061035156,116.62999725341797,113.43408203125,39000
2018-04-24,117.23999786376953,117.37999725341797,109.91999816894531,111.26000213623047,108.21121978759766,56900
2018-04-25,111.37000274658203,113.11000061035156,110.80999755859375,111.66999816894531,108.61000061035156,39000
2018-04-26,112.18000030517578,112.18000030517578,109.7300033569336,110.33999633789062,107.31643676757812,27600
2018-04-27,110.62000274658203,111.4000015258789,108.5199966430664,110.20999908447266,107.19001007080078,46700
2018-04-30,110.0,111.54000091552734,109.05999755859375,109.47000122070312,106.47029876708984,60600
2018-05-01,109.0999984741211,109.91999816894531,107.51000213623047,109.7300033569336,106.7231674194336,37500
2018-05-02,109.19999694824219,112.45999908447266,108.9000015258789,110.80000305175781,107.76383972167969,49800
2018-05-03,111.0,111.69999694824219,104.55000305175781,104.87000274658203,101.996337890625,74300
2018-05-04,104.0,104.0,96.5,96.7699966430664,94.1182861328125,137500
2018-05-07,96.79000091552734,96.79000091552734,93.08999633789062,95.69000244140625,93.0678939819336,143900
2018-05-08,94.93000030517578,95.87000274658203,92.41999816894531,94.58999633789062,91.99803924560547,186500
2018-05-09,94.91000366210938,95.4800033569336,90.69000244140625,92.5,89.96527862548828,160200
2018-05-10,92.8499984741211,94.33000183105469,92.19999694824219,93.63999938964844,91.07406616210938,111800
2018-05-11,93.81999969482422,95.11000061035156,93.37999725341797,94.73999786376953,92.1439208984375,127900
2018-05-14,94.80999755859375,95.86000061035156,93.73999786376953,94.55999755859375,91.9688491821289,83400
2018-05-15,94.4800033569336,95.8499984741211,94.11000061035156,95.27999877929688,92.66909790039062,78200
2018-05-16,95.33000183105469,98.37000274658203,95.26000213623047,97.61000061035156,94.93527221679688,105800
2018-05-17,97.29000091552734,99.19000244140625,97.29000091552734,98.58999633789062,95.88842010498047,98300
2018-05-18,98.93000030517578,100.1500015258789,98.58999633789062,99.02999877929688,96.31635284423828,82900
2018-05-21,99.70999908447266,100.9800033569336,98.80999755859375,100.51000213623047,97.75581359863281,52800
2018-05-22,100.69999694824219,101.18000030517578,98.33000183105469,98.4000015258789,95.70361328125,55400
2018-05-23,98.20999908447266,99.04000091552734,97.41000366210938,98.7699966430664,96.06349182128906,116400
2018-05-24,98.93000030517578,99.08999633789062,97.33000183105469,97.33000183105469,94.66293334960938,66100
2018-05-25,97.08999633789062,97.08999633789062,95.20999908447266,96.05000305175781,93.41802215576172,52600
2018-05-29,95.25,95.72000122070312,93.12000274658203,94.8499984741211,92.25090789794922,80300
2018-05-30,94.75,96.0999984741211,94.72000122070312,95.1500015258789,92.54268646240234,81200
2018-05-31,94.76000213623047,94.76000213623047,92.12000274658203,92.20999908447266,89.68324279785156,76100
2018-06-01,92.69000244140625,94.87000274658203,92.62999725341797,94.56999969482422,91.97859191894531,92400
2018-06-04,94.45999908447266,95.86000061035156,94.25,95.16000366210938,92.55240631103516,59900
2018-06-05,95.37000274658203,96.26000213623047,94.11000061035156,95.23999786376953,92.63023376464844,53700
2018-06-06,95.19999694824219,96.7300033569336,94.61000061035156,96.44000244140625,93.79733276367188,75400
2018-06-07,96.3499984741211,97.62000274658203,94.94999694824219,95.81999969482422,93.19430541992188,77800
2018-06-08,95.54000091552734,97.05000305175781,94.58000183105469,94.62999725341797,92.03695678710938,46400
2018-06-11,94.37000274658203,95.9800033569336,93.83999633789062,94.51000213623047,91.92023468017578,54600
2018-06-12,94.77999877929688,95.1500015258789,93.87999725341797,94.55000305175781,91.9591293334961,36000
2018-06-13,94.41999816894531,94.8499984741211,92.79000091552734,94.29000091552734,91.70623779296875,57700
2018-06-14,94.69000244140625,95.04000091552734,92.48999786376953,93.58999633789062,91.02542877197266,69200
2018-06-15,92.91000366210938,95.41000366210938,92.3499984741211,93.83999633789062,91.2685775756836,124300
2018-06-18,92.76000213623047,94.48999786376953,92.55999755859375,93.56999969482422,91.00598907470703,48300
2018-06-19,92.66999816894531,92.91000366210938,89.97000122070312,92.43000030517578,89.89720916748047,57700
2018-06-20,92.38999938964844,94.1500015258789,91.63999938964844,93.0,90.45160675048828,47300
2018-06-21,92.52999877929688,93.5199966430664,91.2300033569336,91.5199966430664,89.01215362548828,93900
2018-06-22,92.31999969482422,92.70999908447266,91.37999725341797,92.08000183105469,89.55680847167969,79600
2018-06-25,91.08000183105469,91.95999908447266,89.68000030517578,90.48999786376953,88.01036834716797,95900
2018-06-26,90.66999816894531,92.68000030517578,89.8499984741211,91.58999633789062,89.08021545410156,55300
2018-06-27,91.58999633789062,93.08000183105469,90.06999969482422,90.0999984741211,87.63107299804688,53400
2018-06-28,90.26000213623047,90.26000213623047,88.54000091552734,88.97000122070312,86.53202819824219,64400
2018-06-29,89.36000061035156,91.13999938964844,89.36000061035156,90.36000061035156,87.88394927978516,69900
2018-07-02,89.83999633789062,91.66000366210938,88.9000015258789,91.56999969482422,89.06076049804688,41100
2018-07-03,91.97000122070312,92.69999694824219,90.61000061035156,90.6500015258789,88.16600036621094,33700
2018-07-05,91.31999969482422,92.2300033569336,89.91999816894531,91.80000305175781,89.28449249267578,36900
2018-07-06,91.83000183105469,92.5199966430664,90.77999877929688,91.12999725341797,88.63282012939453,25600
2018-07-09,91.36000061035156,93.01000213623047,91.2699966430664,92.45999908447266,89.92639923095703,46300
2018-07-10,92.5199966430664,92.73999786376953,90.48999786376953,90.88999938964844,88.39940643310547,42700
2018-07-11,89.87999725341797,91.05000305175781,89.43000030517578,90.12999725341797,87.66024017333984,48600
2018-07-12,91.4000015258789,91.68000030517578,89.06999969482422,89.76000213623047,87.30036163330078,50300
2018-07-13,89.80000305175781,90.4800033569336,89.43000030517578,89.97000122070312,87.61199951171875,44700
2018-07-16,90.0999984741211,90.33999633789062,88.30000305175781,89.2300033569336,86.89138793945312,56400
2018-07-17,88.81999969482422,90.11000061035156,88.81999969482422,89.83999633789062,87.48540496826172,28100
2018-07-18,89.70999908447266,90.4000015258789,88.63999938964844,89.69999694824219,87.34905242919922,33800
2018-07-19,89.37000274658203,90.88999938964844,89.37000274658203,90.69000244140625,88.31312561035156,36900
2018-07-20,90.62999725341797,92.12000274658203,90.62999725341797,91.2699966430664,88.87789916992188,57200
2018-07-23,91.0999984741211,92.13999938964844,90.06999969482422,90.45999908447266,88.08915710449219,37100
2018-07-24,90.62000274658203,91.72000122070312,89.62999725341797,89.88999938964844,87.53408813476562,82600
2018-07-25,89.8499984741211,90.0,88.12000274658203,89.54000091552734,87.1932601928711,50700
2018-07-26,89.55999755859375,91.5,89.55999755859375,91.1500015258789,88.76105499267578,45300
2018-07-27,91.5199966430664,92.22000122070312,90.33999633789062,91.02999877929688,88.64421844482422,39800
2018-07-30,90.8499984741211,91.62999725341797,89.33999633789062,89.5,87.15431213378906,23400
2018-07-31,89.80999755859375,93.37000274658203,88.88999938964844,93.0,90.56258392333984,66500
2018-08-01,92.80999755859375,93.79000091552734,89.56999969482422,92.5999984741211,90.1730728149414,67500
2018-08-02,92.11000061035156,98.79000091552734,92.11000061035156,93.68000030517578,91.2247314453125,293900
2018-08-03,93.88999938964844,94.87999725341797,91.43000030517578,93.7300033569336,91.2734603881836,98000
2018-08-06,94.29000091552734,96.8499984741211,94.19999694824219,94.61000061035156,92.13037872314453,45100
2018-08-07,95.0999984741211,96.48999786376953,95.0999984741211,96.22000122070312,93.69818115234375,49300
2018-08-08,96.37999725341797,96.69000244140625,95.1500015258789,96.27999877929688,93.7566146850586,35900
2018-08-09,97.02999877929688,97.45999908447266,95.44000244140625,95.8499984741211,93.33787536621094,48200
2018-08-10,95.41999816894531,96.0199966430664,94.41999816894531,95.5199966430664,93.01652526855469,50700
2018-08-13,95.36000061035156,96.5199966430664,95.2300033569336,95.69000244140625,93.18208312988281,72500
2018-08-14,95.81999969482422,103.6500015258789,94.9000015258789,97.36000061035156,94.80830383300781,154600
2018-08-15,95.37000274658203,97.44999694824219,94.9000015258789,96.06999969482422,93.5521011352539,63500
2018-08-16,96.19000244140625,97.2300033569336,95.9000015258789,97.0199966430664,94.4771957397461,108600
2018-08-17,96.54000091552734,98.12000274658203,96.54000091552734,97.87000274658203,95.3049545288086,226300
2018-08-20,98.44999694824219,99.18000030517578,98.05000305175781,98.83000183105469,96.23979187011719,32500
2018-08-21,98.70999908447266,101.05000305175781,98.5199966430664,99.98999786376953,97.369384765625,77800
2018-08-22,100.04000091552734,100.20999908447266,98.41000366210938,98.6500015258789,96.06449127197266,51400
2018-08-23,98.18000030517578,98.7300033569336,97.0999984741211,97.9000015258789,95.33415985107422,56400
2018-08-24,98.33000183105469,98.91000366210938,97.45999908447266,98.37999725341797,95.80155181884766,55200
2018-08-27,98.54000091552734,99.94000244140625,98.33999633789062,99.48999786376953,96.88249206542969,56600
2018-08-28,99.54000091552734,100.1500015258789,98.9000015258789,99.12000274658203,96.52218627929688,43600
2018-08-29,99.36000061035156,99.66999816894531,97.48999786376953,97.55000305175781,94.99333190917969,74900
2018-08-30,97.58000183105469,97.58000183105469,95.5999984741211,96.29000091552734,93.76636505126953,38500
2018-08-31,96.0,96.0999984741211,95.13999938964844,95.30000305175781,92.80229187011719,109500
2018-09-04,95.01000213623047,95.7300033569336,94.76000213623047,95.11000061035156,92.61727905273438,46700
2018-09-05,94.80999755859375,96.54000091552734,94.43000030517578,96.33000183105469,93.80530548095703,23200
2018-09-06,96.19000244140625,96.20999908447266,94.69000244140625,94.94000244140625,92.45173645019531,30200
2018-09-07,94.56999969482422,95.4000015258789,93.63999938964844,94.93000030517578,92.4419937133789,26900
2018-09-10,95.2300033569336,96.25,94.36000061035156,95.41999816894531,92.91915130615234,24300
2018-09-11,95.41999816894531,96.38999938964844,94.5,95.4800033569336,92.97758483886719,43900
2018-09-12,95.23999786376953,95.23999786376953,94.02999877929688,94.7699966430664,92.28620910644531,32100
2018-09-13,95.04000091552734,95.05000305175781,94.19000244140625,94.52999877929688,92.05245971679688,11700
2018-09-14,94.72000122070312,96.0,94.05000305175781,95.55000305175781,93.0457534790039,30900
2018-09-17,95.1500015258789,97.4000015258789,95.04000091552734,95.16999816894531,92.67569732666016,29300
2018-09-18,95.48999786376953,96.18000030517578,95.0,95.72000122070312,93.21129608154297,23600
2018-09-19,95.72000122070312,96.31999969482422,94.83000183105469,95.19000244140625,92.69518280029297,31300
2018-09-20,95.7699966430664,96.19000244140625,94.5,96.02999877929688,93.51319122314453,45000
2018-09-21,96.12999725341797,96.75,95.12999725341797,95.62000274658203,93.11389923095703,99700
2018-09-24,95.54000091552734,95.54000091552734,93.83999633789062,94.30000305175781,91.82852172851562,16400
2018-09-25,94.4000015258789,95.58000183105469,93.4800033569336,93.72000122070312,91.26368713378906,18600
2018-09-26,93.79000091552734,93.79000091552734,91.80000305175781,92.0,89.58879852294922,25400
2018-09-27,92.06999969482422,93.5199966430664,91.66999816894531,91.83999633789062,89.43297576904297,20100
2018-09-28,91.68000030517578,93.12000274658203,90.88999938964844,91.61000061035156,89.20902252197266,35200
2018-10-01,92.02999877929688,92.22000122070312,89.4000015258789,89.94999694824219,87.59249877929688,35700
2018-10-02,90.55000305175781,90.61000061035156,89.05000305175781,90.33000183105469,87.96256256103516,21800
2018-10-03,91.0,92.43000030517578,90.55999755859375,91.0999984741211,88.71237182617188,29800
2018-10-04,91.0199966430664,92.4800033569336,90.72000122070312,92.16999816894531,89.75432586669922,62400
2018-10-05,92.16999816894531,93.04000091552734,91.33999633789062,92.41000366210938,89.98805236816406,86800
2018-10-08,92.33999633789062,93.30999755859375,91.58999633789062,93.11000061035156,90.669677734375,59800
2018-10-09,93.05000305175781,93.56999969482422,92.69999694824219,93.08000183105469,90.6405029296875,52600
2018-10-10,93.08000183105469,93.43000030517578,90.7699966430664,90.7699966430664,88.39102935791016,39300
2018-10-11,90.2300033569336,90.52999877929688,85.06999969482422,85.16000366210938,82.92806243896484,40300
2018-10-12,86.5,86.80000305175781,82.55000305175781,83.51000213623047,81.4264907836914,35700
2018-10-15,83.52999877929688,85.79000091552734,83.52999877929688,85.23999786376953,83.11329650878906,34300
2018-10-16,85.94999694824219,87.12000274658203,85.75,86.5,84.34188842773438,39500
2018-10-17,86.33000183105469,86.33000183105469,83.81999969482422,84.29000091552734,82.1870346069336,62200
2018-10-18,83.91999816894531,84.70999908447266,82.41999816894531,82.87000274658203,80.80245208740234,20100
2018-10-19,82.58000183105469,83.3499984741211,80.58000183105469,82.27999877929688,80.22716522216797,36600
2018-10-22,82.27999877929688,83.8499984741211,82.27999877929688,82.98999786376953,80.9194564819336,28800
2018-10-23,81.4000015258789,81.4000015258789,80.12000274658203,80.27999877929688,78.27709197998047,34100
2018-10-24,82.0,82.02999877929688,80.3499984741211,80.4800033569336,78.47208404541016,82600
2018-10-25,81.08000183105469,83.51000213623047,80.7300033569336,82.05999755859375,80.01264953613281,46400
2018-10-26,80.98999786376953,82.18000030517578,79.8499984741211,81.61000061035156,79.5738754272461,36100
2018-10-29,83.08999633789062,84.3499984741211,82.62999725341797,82.9800033569336,80.90970611572266,35900
2018-10-30,82.86000061035156,86.08999633789062,82.48999786376953,85.83000183105469,83.68860626220703,35100
2018-10-31,86.56999969482422,87.8499984741211,84.81999969482422,85.72000122070312,83.58134460449219,52400
2018-11-01,85.29000091552734,92.16000366210938,82.7699966430664,91.0199966430664,88.74909973144531,80600
2018-11-02,91.58000183105469,92.12999725341797,88.88999938964844,89.87000274658203,87.6278076171875,36200
2018-11-05,89.7699966430664,90.83999633789062,86.44999694824219,87.31999969482422,85.14142608642578,65300
2018-11-06,87.12000274658203,89.45999908447266,87.12000274658203,89.37999725341797,87.15003967285156,29800
2018-11-07,90.04000091552734,90.70999908447266,88.23999786376953,89.51000213623047,87.27678680419922,29400
2018-11-08,88.94000244140625,90.16999816894531,88.66000366210938,89.4800033569336,87.2475357055664,44500
2018-11-09,88.87000274658203,89.58999633789062,86.38999938964844,86.54000091552734,84.3808822631836,48300
2018-11-12,86.5199966430664,88.62999725341797,85.98999786376953,87.30000305175781,85.12191772460938,47000
2018-11-13,87.51000213623047,88.12999725341797,86.30999755859375,86.47000122070312,84.31262969970703,34100
2018-11-14,87.31999969482422,87.77999877929688,83.66000366210938,85.55000305175781,83.41559600830078,51700
2018-11-15,85.0,86.19999694824219,83.16000366210938,85.41000366210938,83.27909088134766,49000
2018-11-16,84.95999908447266,86.79000091552734,84.33000183105469,86.27999877929688,84.12735748291016,197300
2018-11-19,85.43000030517578,86.23999786376953,82.44999694824219,82.66999816894531,80.6074447631836,54400
2018-11-20,81.7699966430664,83.54000091552734,80.62999725341797,80.91999816894531,78.90109252929688,56500
2018-11-21,81.2699966430664,82.20999908447266,80.91999816894531,81.2300033569336,79.20336151123047,38900
2018-11-23,80.68000030517578,82.05999755859375,80.54000091552734,81.3499984741211,79.32037353515625,9900
2018-11-26,81.83999633789062,83.55000305175781,78.66000366210938,79.75,77.76030731201172,89400
2018-11-27,79.29000091552734,80.55999755859375,78.79000091552734,80.36000061035156,78.3550796508789,39300
2018-11-28,81.05000305175781,83.69000244140625,78.91999816894531,83.58999633789062,81.5044937133789,65200
2018-11-29,83.08999633789062,83.62000274658203,81.73999786376953,83.0199966430664,80.94869232177734,33900
2018-11-30,82.86000061035156,84.11000061035156,81.97000122070312,82.80999755859375,80.74395751953125,57800
2018-12-03,83.98999786376953,86.13999938964844,80.26000213623047,81.94000244140625,79.89564514160156,100900
2018-12-04,81.9000015258789,82.19000244140625,80.33000183105469,80.62999725341797,78.61832427978516,83500
2018-12-06,79.30999755859375,80.0,77.8499984741211,79.36000061035156,77.38001251220703,46600
2018-12-07,79.06999969482422,79.06999969482422,76.97000122070312,77.7699966430664,75.8296890258789,43500
2018-12-10,77.7699966430664,79.9000015258789,77.44000244140625,79.13999938964844,77.16551208496094,70100
2018-12-11,80.33000183105469,81.19999694824219,77.69000244140625,78.2300033569336,76.2782211303711,78100
2018-12-12,79.48999786376953,79.54000091552734,77.51000213623047,77.81999969482422,75.87843322753906,70100
2018-12-13,78.36000061035156,80.66000366210938,76.62999725341797,77.48999786376953,75.55668640136719,44300
2018-12-14,76.63999938964844,78.68000030517578,75.66999816894531,76.12999725341797,74.23059844970703,76500
2018-12-17,76.66999816894531,78.75,76.41999816894531,77.62000274658203,75.68345642089844,87500
2018-12-18,78.58000183105469,79.80000305175781,77.69999694824219,78.33999633789062,76.3854751586914,73900
2018-12-19,78.22000122070312,78.75,74.29000091552734,74.91000366210938,73.04105377197266,73300
2018-12-20,76.20999908447266,77.80000305175781,74.83000183105469,76.16000366210938,74.25984191894531,111900
2018-12-21,76.12999725341797,77.80999755859375,75.94000244140625,76.26000213623047,74.35736846923828,325900
2018-12-24,75.58000183105469,76.19999694824219,73.4800033569336,73.91999816894531,72.07574462890625,48800
2018-12-26,74.08999633789062,76.63999938964844,72.5,76.48999786376953,74.58163452148438,70100
2018-12-27,76.77999877929688,76.94000244140625,74.52999877929688,76.9000015258789,74.98140716552734,53600
2018-12-28,76.9000015258789,78.2300033569336,76.08000183105469,76.81999969482422,74.90339660644531,49300
2018-12-31,77.16000366210938,77.44000244140625,75.70999908447266,77.31999969482422,75.39091491699219,45000
2019-01-02,76.18000030517578,77.7699966430664,75.51000213623047,76.66999816894531,74.75714111328125,76400
2019-01-03,76.4000015258789,76.4000015258789,74.55999755859375,75.12000274658203,73.24578857421875,42700
2019-01-04,76.08999633789062,77.79000091552734,75.68000030517578,76.61000061035156,74.69863891601562,43100
2019-01-07,76.69000244140625,78.38999938964844,76.12999725341797,77.62999725341797,75.69316101074219,53900
2019-01-08,78.18000030517578,79.62999725341797,77.45999908447266,79.19999694824219,77.2239990234375,50300
2019-01-09,79.5199966430664,80.8499984741211,78.30999755859375,79.9800033569336,77.98455047607422,90700
2019-01-10,79.6500015258789,80.94999694824219,79.37000274658203,80.83000183105469,78.81332397460938,49100
2019-01-11,80.44999694824219,82.83999633789062,79.98999786376953,81.54000091552734,79.50563049316406,86800
2019-01-14,81.16999816894531,83.41999816894531,81.16999816894531,82.12000274658203,80.0711669921875,61700
2019-01-15,81.41000366210938,82.70999908447266,81.12000274658203,81.94999694824219,79.9053955078125,66700
2019-01-16,81.9000015258789,83.04000091552734,81.30000305175781,82.66999816894531,80.72564697265625,65200
2019-01-17,82.36000061035156,83.87999725341797,81.9800033569336,83.30999755859375,81.35060119628906,81400
2019-01-18,83.58000183105469,86.87000274658203,83.5,85.97000122070312,83.94802856445312,72000
2019-01-22,85.56999969482422,86.97000122070312,84.68000030517578,85.52999877929688,83.51837158203125,55700
2019-01-23,85.52999877929688,86.11000061035156,84.81999969482422,85.72000122070312,83.70390319824219,80500
2019-01-24,85.72000122070312,86.91000366210938,85.05000305175781,86.80000305175781,84.75850677490234,79400
2019-01-25,87.12999725341797,88.5,86.12000274658203,86.41000366210938,84.37770080566406,44800
2019-01-28,85.29000091552734,86.18000030517578,84.19999694824219,85.51000213623047,83.49884796142578,31000
2019-01-29,85.94000244140625,86.19000244140625,85.37000274658203,85.48999786376953,83.47930145263672,34000
2019-01-30,87.44999694824219,87.77999877929688,85.5,86.4800033569336,84.44602966308594,50700
2019-01-31,86.4000015258789,86.5,85.62000274658203,86.12999725341797,84.10428619384766,36100
2019-02-01,86.0999984741211,86.23999786376953,85.30999755859375,85.79000091552734,83.77227020263672,47800
2019-02-04,85.79000091552734,86.98999786376953,85.76000213623047,86.80000305175781,84.75850677490234,34800
2019-02-05,86.8499984741211,87.69000244140625,86.06999969482422,86.6500015258789,84.61205291748047,20400
2019-02-06,86.45999908447266,87.2699966430664,86.0,86.73999786376953,84.6999282836914,21400
2019-02-07,86.41999816894531,86.54000091552734,84.94000244140625,86.16999816894531,84.1433334350586,50400
2019-02-08,85.77999877929688,86.18000030517578,85.06999969482422,86.06999969482422,84.04566955566406,30100
2019-02-11,85.98999786376953,86.80000305175781,85.4800033569336,85.9000015258789,83.87966918945312,21600
2019-02-12,86.3499984741211,88.02999877929688,85.87000274658203,87.02999877929688,84.98308563232422,25800
2019-02-13,87.37999725341797,88.8499984741211,86.63999938964844,87.12999725341797,85.08075714111328,41900
2019-02-14,87.02999877929688,88.18000030517578,86.87000274658203,87.5199966430664,85.4615707397461,69200
2019-02-15,88.08999633789062,89.88999938964844,88.08999633789062,88.9800033569336,86.88726806640625,58300
2019-02-19,88.87999725341797,90.41000366210938,88.87999725341797,90.0999984741211,87.98088836669922,42600
2019-02-20,90.01000213623047,93.08000183105469,90.01000213623047,92.69999694824219,90.51974487304688,59200
2019-02-21,92.73999786376953,94.06999969482422,92.73999786376953,93.88999938964844,91.68174743652344,68000
2019-02-22,93.88999938964844,94.81999969482422,92.69000244140625,94.72000122070312,92.49223327636719,53000
2019-02-25,94.72000122070312,95.4800033569336,93.81999969482422,94.19000244140625,91.9747314453125,49000
2019-02-26,94.02999877929688,94.9800033569336,93.44000244140625,94.33000183105469,92.11141204833984,68700
2019-02-27,93.94999694824219,95.01000213623047,93.27999877929688,95.01000213623047,92.77542114257812,31900
